fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_type
6.07,0.386,0.221,1.65,0.0446,37.8,107.9,0.999109,3.145,0.437,9.9,6,white
5.95,0.239,0.247,6.8,0.0585,34.2,112.9,0.997411,3.257,0.496,9.44,5,white
7.65,0.27,0.491,2.59,0.0401,32.8,159.6,0.992841,3.381,0.636,8.38,5,white
8.96,0.328,0.086,0.92,0.1427,8.2,26.8,0.995684,3.1,0.993,11.56,6,red
6.99,0.129,0.453,7.77,0.0349,40.8,154.2,0.995031,3.153,0.428,10.89,5,white
8.82,0.527,0.4,0.9,0.0461,8.8,26.4,0.997063,3.296,0.794,9.91,6,red
6.79,0.355,0.409,6.17,0.0132,24.2,72.8,0.993765,3.259,0.575,9.45,5,white
9.21,0.722,0.262,2.59,0.01,23.9,114.2,0.995267,3.53,0.343,11.75,6,red
8.35,0.613,0.141,2.81,0.1934,9.8,26.3,0.99523,3.18,0.841,10.19,5,red
6.33,0.217,0.359,1.91,0.0223,70.0,235.0,0.993795,3.27,0.613,10.2,6,white
4.42,0.467,0.002,3.67,0.1277,17.8,96.8,0.99456,3.51,0.754,9.68,5,red
8.78,1.038,0.129,0.9,0.0653,10.1,39.6,0.996788,3.338,0.608,9.91,5,red
7.87,0.152,0.416,22.77,0.0381,42.9,185.4,0.991497,3.034,0.33,11.06,6,white
11.31,0.435,0.325,0.9,0.154,3.6,16.1,0.996961,3.465,0.788,8.7,4,red
9.6,0.692,0.424,2.76,0.0342,4.9,15.1,0.994337,3.444,0.853,10.5,5,red
11.03,0.665,0.246,1.72,0.1034,16.6,60.0,0.994638,3.372,0.344,11.55,6,red
8.75,0.618,0.538,0.9,0.1078,12.3,45.7,0.995946,3.519,0.718,10.3,6,red
6.46,0.338,0.556,13.84,0.035,72.0,229.8,0.996357,3.292,0.33,11.67,6,white
9.29,0.155,0.244,0.9,0.0501,20.9,67.1,0.997309,3.388,0.75,12.01,6,red
6.61,0.201,0.13,0.94,0.0187,14.1,61.0,0.990675,3.167,0.487,11.48,5,white
6.39,0.309,0.164,6.17,0.0845,31.6,89.4,0.991505,3.36,0.33,9.76,6,white
7.73,0.754,0.29,5.85,0.125,19.0,54.8,0.996852,3.205,0.678,10.36,5,red
7.14,0.436,0.572,1.2,0.0186,36.4,153.5,0.992097,3.271,0.337,10.81,5,white
6.23,0.14,0.332,11.36,0.0276,34.0,130.8,0.996099,3.21,0.551,9.84,5,white
8.52,0.429,0.099,0.9,0.0603,17.8,77.3,0.997079,3.157,0.53,9.8,6,red
7.96,0.633,0.478,6.46,0.186,1.0,6.0,0.995373,3.142,0.579,9.72,6,red
7.65,0.587,0.0,1.11,0.0258,4.8,22.2,0.995083,3.5,0.664,13.45,7,red
9.26,0.596,0.525,0.9,0.0144,8.2,41.6,0.993461,3.455,0.386,10.07,5,red
6.22,0.227,0.319,12.43,0.0785,64.4,262.2,0.992421,3.146,0.6,11.68,6,white
5.9,0.394,0.582,10.98,0.0452,14.2,71.4,0.992176,3.3,0.606,9.36,6,white
6.57,0.498,0.112,1.58,0.1386,16.5,61.1,0.998115,3.39,0.805,12.44,7,red
9.93,0.619,0.63,0.98,0.1174,1.6,6.0,0.999684,3.409,0.33,9.95,6,red
6.44,0.708,0.538,5.8,0.0884,15.1,54.7,0.995351,3.388,0.806,10.46,5,red
7.83,0.402,0.199,3.35,0.0909,13.7,52.5,0.99686,3.328,0.542,8.2,5,white
7.63,0.371,0.225,2.12,0.0692,18.0,91.8,0.993925,3.334,0.68,11.74,6,white
10.93,0.549,0.147,0.9,0.1859,17.5,61.2,0.998119,3.248,0.665,12.0,6,red
6.74,0.212,0.439,36.96,0.0592,21.7,74.9,0.992225,3.202,0.451,8.98,5,white
6.59,0.327,0.284,5.61,0.0188,1.0,6.0,0.990396,3.081,0.537,11.81,6,white
5.76,0.315,0.444,3.26,0.01,41.6,135.3,0.993086,3.112,0.443,8.8,5,white
7.36,0.175,0.346,0.9,0.0441,20.2,89.3,0.995387,3.223,0.373,11.16,7,white
6.89,0.355,0.295,2.9,0.0753,45.7,159.1,0.996581,3.183,0.624,10.05,5,white
9.77,0.497,0.071,3.68,0.1384,15.9,85.2,0.994869,3.099,0.789,12.0,5,red
7.99,0.447,0.01,1.5,0.1153,7.0,21.4,0.99677,3.061,0.524,10.7,6,red
7.08,0.333,0.304,5.72,0.0741,35.9,167.7,0.996259,3.131,0.415,11.52,6,white
8.44,0.629,0.125,2.05,0.1175,23.0,95.6,0.996752,3.157,0.639,11.89,6,red
8.7,0.323,0.317,5.09,0.1389,10.1,54.6,0.995752,3.338,0.666,10.05,6,red
6.25,0.225,0.404,5.43,0.0785,30.6,167.7,0.99337,3.273,0.407,10.37,5,white
7.75,0.296,0.527,0.9,0.0432,15.5,75.9,1.002313,3.337,0.783,9.07,5,white
8.44,0.26,0.363,0.9,0.0403,47.1,132.5,0.996569,3.345,0.454,10.04,5,white
5.91,0.165,0.424,11.58,0.0481,29.8,116.3,0.995532,3.308,0.609,12.71,7,white
7.38,0.141,0.399,0.9,0.01,10.4,52.5,0.996681,3.315,0.655,11.31,6,white
9.93,0.43,0.596,1.11,0.1112,13.9,61.5,0.995509,3.152,0.688,9.15,5,red
7.33,0.309,0.375,5.71,0.0608,36.7,188.6,0.99206,3.305,0.519,12.36,6,white
5.3,0.291,0.414,14.85,0.0482,27.4,134.3,0.990963,2.914,0.716,10.87,5,white
6.38,0.307,0.326,1.98,0.0526,41.8,143.7,0.995256,3.025,0.541,11.4,5,white
5.95,0.142,0.541,0.9,0.0749,13.4,41.3,0.996408,3.3,0.987,10.99,5,red
8.49,0.425,0.23,1.74,0.0854,3.8,13.1,0.995368,3.38,0.56,10.9,6,red
7.47,0.534,0.482,2.46,0.0816,54.6,250.3,0.993067,3.073,0.688,8.0,5,white
10.4,0.671,0.502,1.79,0.1081,20.8,82.2,0.994178,3.18,0.446,11.73,5,red
7.67,0.94,0.442,0.9,0.033,16.4,43.1,0.999118,3.278,0.875,8.0,5,red
6.39,0.228,0.38,5.45,0.0749,30.5,144.0,0.99,3.003,0.56,11.62,7,white
8.06,-0.006,0.44,20.59,0.0665,44.8,117.9,0.991817,3.247,0.478,10.52,5,white
6.45,0.37,0.24,5.14,0.0548,21.2,79.0,0.997875,3.4,0.493,11.4,6,red
10.55,0.822,0.486,4.41,0.1286,12.8,49.7,0.995794,3.335,0.659,10.59,5,red
8.25,0.464,0.526,7.98,0.0402,22.5,90.3,0.995086,3.227,0.609,11.65,6,red
8.04,0.137,0.295,13.16,0.0432,24.8,72.2,0.997705,3.004,0.402,10.42,5,white
7.37,0.164,0.182,4.92,0.0735,25.4,120.5,0.99,3.385,0.569,10.74,6,white
10.22,0.305,0.098,1.44,0.01,24.5,123.7,0.99621,3.399,0.746,10.89,6,red
7.37,0.446,0.428,0.9,0.1511,16.4,75.3,0.99708,3.218,0.557,12.65,6,red
5.94,0.488,0.093,7.12,0.1016,17.7,94.6,0.999516,3.281,0.71,11.12,6,red
8.98,0.662,0.425,1.01,0.1055,1.0,6.0,0.995903,3.346,0.358,8.82,5,red
5.43,0.46,0.374,5.71,0.1343,5.3,15.8,1.002022,3.311,0.945,9.72,5,red
6.26,0.317,0.07,6.5,0.0147,35.4,95.8,0.99,3.329,0.333,11.12,5,white
10.28,0.241,0.567,1.65,0.0964,11.8,55.1,0.991965,3.174,0.808,11.91,6,red
9.37,0.568,0.0,2.09,0.116,16.1,48.2,0.993793,3.35,0.692,9.53,6,red
6.72,0.157,0.362,10.59,0.0212,62.4,290.0,0.990351,3.314,0.512,13.09,6,white
9.43,0.43,0.331,0.9,0.0709,17.9,76.7,0.994412,3.297,0.468,10.61,5,red
12.12,0.446,0.0,4.44,0.0126,8.2,40.0,0.997796,3.484,0.531,10.9,5,red
7.62,0.6,0.572,2.11,0.0971,21.9,83.4,0.995793,3.386,0.535,8.9,5,red
9.1,0.78,0.455,1.39,0.1518,33.1,155.7,0.994308,3.224,0.664,11.74,5,red
7.84,0.39,0.189,0.9,0.1144,11.5,43.9,0.994771,3.288,0.885,9.87,5,red
6.59,0.085,0.341,1.94,0.0517,58.3,240.0,0.991824,3.166,0.417,9.5,5,white
8.41,0.702,0.0,0.9,0.1386,8.1,39.3,0.992654,3.264,0.507,10.02,5,red
6.18,0.225,0.383,3.0,0.0233,51.5,165.6,0.997226,2.912,0.454,12.06,6,white
6.64,0.576,0.33,16.08,0.0351,37.9,195.3,0.997034,3.019,0.587,10.96,5,white
10.61,0.523,0.03,0.9,0.1348,1.0,6.0,0.996037,3.342,0.6,9.33,5,red
9.39,0.294,0.321,0.9,0.0426,1.0,6.0,0.993891,3.254,0.657,9.76,5,red
8.45,0.56,0.0,1.78,0.1707,25.2,81.0,0.997812,3.198,0.79,12.09,6,red
9.31,0.536,0.084,1.77,0.1409,27.8,77.1,0.995727,3.308,0.538,10.12,5,red
6.14,0.303,0.411,8.74,0.0124,40.2,109.2,0.99092,3.375,0.385,11.07,6,white
9.03,0.316,0.358,0.9,0.1086,17.3,76.7,1.000518,3.508,0.827,11.37,5,red
6.86,0.257,0.304,2.8,0.0607,44.3,130.6,0.998096,2.963,0.454,8.0,5,white
6.67,0.364,0.473,12.21,0.0247,43.6,239.6,0.99187,3.039,0.558,11.92,5,white
5.19,0.362,0.121,0.9,0.0408,3.3,17.6,0.99435,2.885,0.394,9.38,5,white
6.5,0.34,0.249,7.08,0.0553,57.7,149.2,0.990908,3.023,0.586,9.97,5,white
7.1,0.278,0.478,0.9,0.0452,8.4,39.1,1.001091,3.114,0.621,12.25,7,white
8.2,0.163,0.55,2.89,0.0598,32.4,106.4,0.999465,3.215,0.386,12.14,5,white
7.25,0.272,0.604,7.53,0.0471,45.5,160.3,0.99864,3.21,0.497,10.99,6,white
9.47,0.581,0.132,0.9,0.01,14.2,45.6,0.99737,3.26,0.526,11.27,6,red
9.76,0.391,0.468,1.39,0.0735,1.4,7.1,0.997099,3.389,0.609,11.57,6,red
5.84,0.222,0.416,0.9,0.0888,13.8,71.4,0.99716,3.315,0.61,12.12,7,red
8.36,0.468,0.093,0.91,0.1025,12.2,31.9,0.997244,3.272,0.557,12.27,6,red
6.09,0.15,0.368,2.68,0.0232,43.7,144.6,0.992768,3.024,0.472,10.53,6,white
8.58,0.582,0.24,4.35,0.1181,18.4,70.9,0.995867,3.31,1.076,9.52,5,red
7.39,0.249,0.385,4.73,0.0729,41.7,169.4,0.992617,3.193,0.455,10.09,5,white
7.02,0.473,0.393,3.08,0.0305,9.2,25.5,0.992958,3.292,0.682,10.55,6,white
5.43,0.603,0.239,1.34,0.1309,21.5,107.4,0.998309,3.309,0.657,10.34,5,red
6.01,0.384,0.29,2.47,0.0282,20.0,105.9,0.994577,3.216,0.42,9.19,5,white
7.69,0.481,0.249,4.04,0.0417,18.1,67.1,0.995345,3.382,0.33,10.92,6,red
7.31,0.093,0.187,0.9,0.0891,33.5,170.0,0.995462,2.883,0.44,8.52,5,white
7.07,0.347,0.132,1.16,0.0351,54.7,247.9,0.992557,3.365,0.688,10.5,6,white
10.35,0.556,0.356,0.9,0.0941,12.0,51.1,0.995289,3.334,0.801,10.58,5,red
6.83,0.246,0.298,3.43,0.0202,24.8,123.0,0.998555,3.222,0.651,10.54,6,white
12.0,0.549,0.382,4.01,0.0909,1.3,6.0,0.997583,3.514,0.442,11.42,6,red
7.12,0.287,0.397,11.77,0.0297,71.4,290.0,1.000655,3.333,0.345,11.26,6,white
7.39,0.387,0.353,3.86,0.0766,47.6,158.2,0.997383,2.967,0.386,13.07,6,white
6.67,0.568,0.523,0.9,0.0819,12.9,59.8,0.997205,3.374,0.33,9.78,4,red
5.63,0.439,0.22,2.57,0.0112,20.8,62.0,0.993816,3.375,0.433,10.74,6,white
6.87,0.453,0.435,6.64,0.0571,24.5,79.2,0.99,3.067,0.415,10.66,6,white
5.4,0.075,0.318,1.59,0.0426,46.6,183.4,0.991882,3.136,0.428,10.6,6,white
6.54,0.161,0.278,14.11,0.0401,19.9,72.9,0.992188,3.132,0.56,8.88,5,white
6.39,0.099,0.308,13.24,0.0573,35.0,112.8,0.991141,3.276,0.505,8.98,4,white
7.76,0.492,0.635,3.3,0.0503,15.1,46.5,0.997672,3.148,0.8,10.41,6,red
8.39,0.211,0.266,1.72,0.044,37.6,190.9,0.997074,3.284,0.518,8.51,5,white
5.24,0.231,0.263,10.87,0.0141,16.7,71.2,0.99,3.097,0.416,10.0,5,white
10.19,0.552,0.141,1.9,0.0274,23.6,85.7,0.998917,2.989,0.735,9.62,6,red
6.7,0.351,0.367,2.66,0.1814,4.7,23.8,1.000574,3.327,0.842,10.04,5,red
8.82,0.669,0.229,3.57,0.1076,32.4,161.1,0.996758,3.131,0.805,11.76,5,red
5.68,0.278,0.361,2.74,0.0825,17.2,48.7,1.000321,3.556,0.812,9.11,5,red
9.85,0.718,0.002,5.07,0.1679,1.0,6.0,0.998433,3.484,0.679,11.44,5,red
6.05,0.52,0.421,0.9,0.0258,31.6,108.0,1.001137,3.269,0.644,9.71,5,red
6.75,0.277,0.397,45.9,0.0412,27.8,114.6,0.990417,3.071,0.447,9.86,6,white
8.5,0.562,0.299,3.67,0.181,11.0,51.4,0.996973,3.533,0.53,10.96,6,red
9.17,0.457,0.641,0.9,0.0802,8.9,22.6,0.998385,3.567,0.849,10.07,5,red
7.48,0.375,0.429,0.9,0.0378,11.1,44.8,0.993853,3.215,0.544,9.33,5,white
10.78,0.397,0.335,3.64,0.1239,6.1,20.6,0.997514,3.151,0.574,9.96,5,red
9.58,0.507,0.289,1.76,0.1484,9.2,37.9,0.999361,3.265,0.654,8.27,5,red
7.71,0.108,0.513,7.3,0.038,43.8,123.9,0.990112,2.983,0.438,10.86,6,white
6.29,0.136,0.18,1.74,0.0762,33.5,165.8,0.994236,3.194,0.368,8.0,5,white
8.08,0.184,0.383,3.53,0.0378,33.7,139.0,0.995748,3.099,0.518,11.47,6,white
7.3,0.486,0.162,2.71,0.0816,23.5,73.7,0.998215,3.603,0.673,11.14,6,red
11.11,0.398,0.625,0.9,0.0406,17.7,85.2,0.998149,3.099,0.538,12.32,6,red
6.88,0.299,0.482,3.52,0.0501,35.0,91.4,0.996201,3.196,0.679,13.02,6,white
6.86,0.255,0.394,0.9,0.0358,33.8,144.8,0.993393,3.219,0.485,11.52,6,white
4.7,0.502,0.48,11.68,0.0471,12.5,50.2,0.995808,3.375,0.33,9.65,5,white
6.65,0.11,0.331,0.9,0.0787,69.2,181.3,0.99463,3.041,0.431,13.01,6,white
8.21,0.425,0.0,1.51,0.198,33.1,107.4,0.997622,3.201,0.63,8.97,5,red
10.15,0.435,0.201,0.9,0.01,24.3,66.3,0.998363,3.388,0.936,8.12,5,red
8.07,0.177,0.222,1.17,0.0155,24.4,114.5,0.992698,3.202,0.333,12.62,6,white
7.48,0.29,0.338,4.07,0.019,17.9,82.8,0.994639,3.311,0.538,11.12,6,white
8.06,0.532,0.39,0.9,0.1571,10.4,28.8,0.996398,3.264,0.602,8.15,5,red
5.99,0.29,0.3,8.05,0.062,32.3,91.3,0.99,3.345,0.438,8.77,6,white
9.12,0.389,0.1,5.14,0.018,2.7,13.9,0.993917,3.257,0.65,11.06,6,red
8.35,0.062,0.376,10.55,0.0297,12.0,37.3,0.992304,3.093,0.482,9.36,6,white
10.2,0.69,0.534,4.04,0.0307,14.0,47.7,0.999416,3.373,0.458,9.53,5,red
4.92,0.428,0.027,1.99,0.0601,50.3,229.1,0.991719,3.041,0.465,12.76,6,white
7.79,0.529,0.35,4.0,0.1809,1.0,6.0,1.000516,3.353,0.549,12.98,7,red
8.0,0.334,0.239,0.9,0.0353,42.9,229.5,0.990883,3.085,0.528,10.58,6,white
8.13,0.403,0.227,2.63,0.0336,47.6,122.3,0.996845,3.019,0.514,10.22,5,white
8.86,0.577,0.608,3.56,0.0826,7.8,39.1,0.994718,3.076,0.736,11.48,5,red
7.76,0.36,0.228,2.91,0.0392,63.5,227.6,0.994078,3.391,0.43,9.73,5,white
6.84,0.386,0.309,7.55,0.0316,43.2,127.5,0.99239,3.182,0.516,8.0,4,white
5.14,0.214,0.254,3.29,0.0249,23.0,83.7,0.99,3.02,0.759,8.0,5,white
5.76,0.696,0.19,3.94,0.1029,16.9,91.3,0.994354,3.132,0.607,10.31,5,red
7.3,0.3,0.497,9.7,0.0643,51.8,211.6,0.99197,3.074,0.49,11.46,6,white
6.69,0.061,0.392,19.98,0.0118,38.6,103.3,0.990648,3.412,0.351,10.42,5,white
6.66,0.318,0.453,0.9,0.0588,43.2,230.0,0.994088,3.151,0.412,11.37,6,white
6.03,0.208,0.463,11.21,0.0294,35.5,103.9,0.992998,3.205,0.478,11.49,6,white
6.0,0.396,0.208,8.29,0.0404,18.0,47.8,0.99,3.424,0.549,12.06,7,white
8.74,0.641,0.106,1.09,0.0576,1.0,6.0,0.996862,3.175,0.33,10.62,6,red
8.85,0.584,0.175,0.9,0.0956,1.0,6.0,0.998396,3.351,0.434,10.73,5,red
8.8,0.346,0.163,7.57,0.1139,18.4,54.3,0.998569,3.453,0.495,10.36,6,red
10.0,0.618,0.235,0.9,0.0892,5.2,15.9,0.997733,3.22,0.787,10.09,5,red
9.36,0.3,0.611,4.04,0.1096,1.0,6.0,0.996596,3.71,0.532,8.51,5,red
9.16,0.765,0.641,2.62,0.0464,18.8,81.5,0.995453,3.357,0.728,11.81,5,red
8.21,0.332,0.199,3.25,0.0456,72.0,241.7,0.991504,2.994,0.504,9.94,6,white
5.58,0.244,0.25,12.39,0.0422,41.5,176.9,0.994698,3.05,0.45,9.87,7,white
5.82,0.675,0.011,0.9,0.1142,23.8,76.7,0.997246,3.122,0.744,9.75,6,red
7.23,0.284,0.356,3.48,0.036,23.5,93.4,0.992121,3.264,0.356,8.79,5,white
7.22,0.173,0.454,11.54,0.0309,27.3,95.7,0.997382,3.084,0.525,10.3,6,white
8.11,0.057,0.219,9.54,0.0618,1.0,6.0,0.99,3.193,0.545,11.02,6,white
8.43,0.304,0.213,5.14,0.0284,48.4,231.4,0.991501,3.482,0.476,9.55,5,white
6.61,0.081,0.393,9.99,0.01,13.5,47.7,0.99,3.195,0.488,11.65,7,white
7.34,0.181,0.234,12.54,0.0463,50.3,147.6,0.991792,3.238,0.411,9.96,5,white
6.87,0.103,0.258,0.9,0.0389,34.3,122.2,0.993536,3.473,0.545,8.56,5,white
6.29,0.115,0.107,3.96,0.0321,37.2,177.5,0.996495,3.085,0.497,12.05,6,white
9.08,0.854,0.464,1.53,0.012,30.1,146.2,0.997657,3.238,0.892,10.64,6,red
7.34,0.258,0.515,3.53,0.01,58.6,284.4,0.992214,3.12,0.585,11.44,6,white
6.97,0.254,0.206,4.94,0.0797,55.6,290.0,0.99,3.111,0.561,11.46,6,white
6.1,0.148,0.453,2.53,0.0682,34.5,171.7,0.990357,2.917,0.33,9.26,6,white
6.43,0.214,0.323,10.82,0.0312,19.7,106.6,0.994931,3.211,0.495,9.77,5,white
9.84,0.499,0.46,2.24,0.0705,1.0,6.0,0.996903,3.237,0.547,11.64,6,red
8.84,0.38,0.333,0.9,0.0461,6.6,21.2,0.99818,3.719,0.587,12.6,6,red
7.05,0.362,0.215,11.04,0.0567,8.6,37.1,0.997633,3.227,0.33,10.48,5,white
7.13,0.377,0.292,3.78,0.0311,43.5,134.5,0.99115,3.229,0.512,9.65,6,white
7.58,0.255,0.38,2.3,0.01,55.7,153.5,0.992828,2.993,0.568,12.42,6,white
6.11,0.095,0.552,22.61,0.0915,28.1,95.7,0.993082,3.233,0.478,9.65,6,white
6.34,0.204,0.158,1.31,0.066,41.9,150.3,0.998588,3.274,0.362,10.79,6,white
8.04,0.27,0.272,0.9,0.0485,27.9,129.2,0.994401,2.95,0.705,9.89,5,white
9.16,0.444,0.187,6.65,0.1046,5.2,18.6,0.992835,3.459,0.555,10.72,5,red
6.82,0.175,0.178,3.29,0.0587,53.6,134.5,0.996855,3.005,0.432,9.27,5,white
8.48,0.521,0.527,1.44,0.0147,7.8,40.7,0.999432,3.3,0.804,9.95,5,red
7.71,0.523,0.33,2.31,0.01,17.5,74.8,0.993251,3.22,0.33,9.65,6,white
6.89,0.339,0.232,0.97,0.1569,11.4,35.7,1.001146,3.074,0.988,11.19,6,red
7.69,0.28,0.332,1.23,0.035,50.7,165.2,0.996593,3.307,0.339,10.6,6,white
6.52,0.722,0.213,0.9,0.0748,21.9,63.0,0.999828,3.391,0.611,11.46,5,red
7.23,0.553,0.102,5.19,0.1672,7.6,39.6,0.995479,3.088,0.337,9.41,5,red
8.34,0.367,0.482,6.08,0.01,48.2,153.8,0.99,3.206,0.482,10.15,6,white
7.49,0.361,0.386,6.27,0.0153,26.5,140.9,0.996264,3.142,0.373,11.15,5,white
13.1,0.161,0.457,14.92,0.0838,18.1,59.5,0.996931,3.362,0.459,11.43,6,red
7.94,0.237,0.267,4.3,0.0484,52.0,254.6,0.991136,3.2,0.49,8.67,4,white
8.31,0.458,0.675,3.65,0.01,23.3,58.9,0.995473,3.146,0.671,10.78,6,red
6.36,0.362,0.0,3.54,0.0747,1.3,6.0,0.998302,3.213,0.792,9.42,5,red
7.92,0.395,0.0,1.49,0.1216,1.0,6.0,0.996168,3.364,0.618,11.49,5,red
6.06,0.058,0.318,2.04,0.0633,56.7,198.7,0.990816,3.315,0.468,12.63,6,white
7.27,0.325,0.356,2.8,0.0606,62.4,290.0,0.995196,3.235,0.344,8.0,5,white
7.43,0.222,0.172,0.9,0.0569,33.3,155.4,0.991315,2.844,0.637,9.61,5,white
8.89,0.37,0.242,6.24,0.0445,22.9,74.8,0.994743,3.309,0.684,10.72,6,white
6.21,0.321,0.415,6.84,0.0362,53.1,252.6,0.998432,3.182,0.602,10.4,5,white
7.95,0.106,0.431,6.3,0.0216,6.6,19.1,0.99,3.049,0.586,11.53,6,white
6.81,0.307,0.341,5.07,0.0201,39.2,206.9,0.99,3.036,0.684,10.49,5,white
7.93,0.556,0.425,1.9,0.1178,3.3,12.5,1.000053,3.082,0.671,9.76,5,red
8.61,0.547,0.396,1.46,0.0477,20.0,61.5,0.997277,3.031,0.927,9.18,5,red
9.34,0.627,0.541,8.89,0.124,5.1,16.9,0.99538,3.221,0.508,8.97,5,red
5.95,0.43,0.184,17.84,0.0596,19.0,56.3,0.991578,3.445,0.523,9.51,5,white
7.05,0.321,0.503,1.86,0.0406,37.9,200.3,0.994154,3.246,0.458,9.72,6,white
5.92,0.53,0.037,5.4,0.1202,13.4,45.9,0.997959,3.519,0.699,10.86,5,red
6.99,0.395,0.546,3.85,0.0391,30.0,87.9,0.994631,3.224,0.491,10.21,6,white
6.37,0.504,0.59,1.24,0.0631,45.5,224.7,0.99,3.277,0.48,9.62,5,white
9.62,0.752,0.334,7.03,0.1359,10.6,33.2,0.999487,3.444,0.613,9.19,5,red
10.47,0.453,0.221,1.44,0.0921,16.1,44.8,0.997655,3.214,0.882,9.56,5,red
8.22,0.701,0.188,3.38,0.0187,16.0,72.2,0.993744,3.381,0.541,9.72,5,red
6.97,0.417,0.415,3.16,0.1272,15.7,39.5,0.995442,3.487,0.934,9.5,5,red
7.02,0.282,0.409,0.9,0.0385,39.9,199.4,0.995287,3.183,0.664,11.21,6,white
5.68,0.497,0.342,3.89,0.0104,37.0,155.0,0.996982,3.243,0.493,12.04,6,white
8.03,0.373,0.115,0.91,0.01,16.1,52.1,0.992477,3.337,0.703,8.99,5,red
6.93,0.395,0.319,4.13,0.015,62.0,242.9,0.993358,3.145,0.434,11.74,6,white
9.35,0.593,0.124,6.09,0.0466,20.8,68.2,0.994947,3.279,0.692,11.23,6,red
9.25,0.373,0.232,0.9,0.0285,4.0,16.3,0.995092,3.628,0.686,10.62,6,red
7.98,0.517,0.247,2.31,0.1171,26.8,112.9,0.992817,3.396,0.933,12.23,6,red
6.9,0.225,0.41,5.88,0.0705,41.1,198.0,0.997646,3.145,0.464,10.2,6,white
7.41,0.338,0.315,0.9,0.0223,48.1,187.6,0.991802,3.239,0.542,10.88,5,white
5.64,0.289,0.472,2.78,0.0286,50.2,244.1,0.995905,3.167,0.399,10.55,5,white
8.82,0.463,0.535,10.82,0.1836,3.0,8.1,0.996104,3.166,0.877,10.46,5,red
5.94,0.427,0.188,9.21,0.0738,39.1,206.0,0.992524,2.892,0.542,10.95,6,white
5.67,0.534,0.245,10.68,0.143,21.2,64.8,0.99574,3.119,0.604,10.46,6,red
8.62,0.534,0.187,0.9,0.1018,12.2,60.9,0.992722,3.504,0.839,10.96,5,red
7.04,0.304,0.386,0.9,0.0271,34.0,135.4,0.992136,3.249,0.593,9.6,5,white
6.11,0.276,0.364,9.26,0.0465,6.7,18.7,0.996306,3.168,0.468,9.63,5,white
8.68,0.59,0.28,2.06,0.1077,11.0,39.4,0.997251,3.135,0.637,9.59,5,red
6.39,0.222,0.134,1.9,0.0443,61.5,290.0,0.993306,3.241,0.452,9.96,6,white
6.03,0.293,0.479,5.19,0.0424,21.8,109.2,0.994107,3.224,0.462,11.62,6,white
8.48,0.262,0.273,11.01,0.054,36.4,169.9,0.994461,3.155,0.527,9.85,6,white
7.65,0.134,0.461,2.6,0.0239,37.8,137.6,0.991227,3.174,0.739,11.18,6,white
7.32,0.489,0.099,1.66,0.0909,13.8,59.1,0.99547,3.109,0.815,10.72,6,red
6.49,0.236,0.181,3.36,0.0204,28.4,90.8,0.993186,3.367,0.55,9.87,6,white
9.52,0.2,0.096,4.67,0.1256,2.1,9.5,0.999467,3.368,0.891,11.97,7,red
7.77,0.759,0.559,0.9,0.0379,8.6,28.3,1.000104,3.328,0.64,11.28,5,red
7.05,0.407,0.305,28.31,0.0361,22.4,111.5,0.995759,3.184,0.525,10.4,6,white
4.33,0.195,0.255,0.9,0.0324,3.8,17.5,0.992766,3.384,0.59,10.3,6,white
6.94,0.424,0.343,1.43,0.1307,20.5,75.0,0.995895,3.325,0.664,10.51,6,red
6.95,0.203,0.407,3.43,0.0437,50.8,227.3,0.995281,3.09,0.485,8.56,5,white
7.07,0.197,0.54,5.5,0.0477,67.0,232.9,0.992519,3.025,0.387,9.41,6,white
7.67,0.221,0.073,1.87,0.0445,49.9,147.9,0.998376,3.185,0.442,10.96,6,white
11.59,0.49,0.068,1.19,0.0777,15.9,51.0,0.999821,3.486,0.712,8.5,5,red
8.85,0.59,0.476,1.7,0.0938,4.9,16.2,0.995986,3.123,0.872,9.5,5,red
7.54,0.54,0.317,0.9,0.1133,21.4,68.0,0.995255,3.201,0.62,9.93,6,red
8.17,0.841,0.361,3.04,0.1019,9.3,42.3,0.993733,3.369,0.845,13.88,6,red
9.21,0.15,0.317,0.9,0.0998,13.9,65.6,0.997189,3.168,0.7,11.21,5,red
6.16,0.598,0.332,3.05,0.0363,18.7,72.4,0.999159,2.957,0.81,11.72,6,red
7.64,0.399,0.181,0.9,0.1052,6.8,37.1,0.999259,3.34,0.824,9.43,5,red
10.65,0.106,0.231,2.05,0.1129,9.9,51.2,0.999457,3.444,0.5,10.83,6,red
7.78,0.313,0.472,2.42,0.0621,14.0,38.8,0.993737,3.178,0.38,8.29,5,white
6.43,0.264,0.144,4.46,0.0609,14.3,55.6,0.996581,3.18,0.433,10.0,6,white
8.52,0.412,0.038,3.58,0.13,24.7,129.2,0.999265,3.371,0.85,11.01,5,red
6.5,0.277,0.286,18.96,0.0439,27.9,88.3,0.9961,3.444,0.411,8.7,5,white
7.56,0.746,0.429,1.28,0.0668,5.1,18.6,0.995818,3.33,0.678,10.87,5,red
8.62,0.528,0.628,2.27,0.0741,34.1,181.9,1.000122,3.512,0.922,10.97,7,red
6.37,0.246,0.215,2.86,0.0814,42.8,206.9,0.995995,3.319,0.521,9.68,5,white
